,0
arbejdsmarkedsmodel,5
arbejdsmarkedsområd,1
arbejdsmarkedspart,1
arbejdsmarkedspension,8
arbejdsmarkedspolitik,1
arbejdsmarkedsstof,2
arbejdsmarkedsstyr,3
arbejdsmarkedsudvalg,4
arbejdsmedicin,2
arbejdsmedicinsk,2
arbejdsmiljø,188
arbejdsmiljøchef,3
arbejdsmiljødag,3
arbejdsmiljødel,1
arbejdsmiljøforsk,2
arbejdsmiljøforskning,2
arbejdsmiljøkonsulent,6
arbejdsmiljølov,2
arbejdsmiljømæs,4
arbejdsmiljøorganisation,2
arbejdsmiljøproblem,11
arbejdsmiljørepræsentant,4
arbejdsmoral,3
arbejdsmæng,6
arbejdsmæs,3
arbejdsnedlæg,129
arbejdsom,5
arbejdsområd,2
arbejdsopgav,107
arbejdspapir,2
arbejdsperson,2
arbejdsplad,90
arbejdsplads,269
arbejdspladskultur,1
arbejdspladsnykøbing,1
arbejdspladsvurdering,4
arbejdsplanlægning,1
arbejdspr,27
arbejdspres,39
arbejdsproc,1
arbejdsprøvning,5
arbejdspukkel,1
arbejdsrelat,14
arbejdsret,64
arbejdsrets,2
arbejdsro,6
arbejdsrytm,1
arbejdssituation,1
arbejdsskad,35
arbejdsskadeerstatning,1
arbejdsskadesag,1
arbejdsskadestyr,2
arbejdsskadesystem,3
arbejdsskift,1
arbejdsstrid,1
arbejdsstyrk,18
arbejdssøg,2
arbejdstag,15
arbejdstagerorganisation,1
arbejdstempo,4
arbejdstid,164
arbejdstidsaftal,17
arbejdstidsbespar,1
arbejdstidsbestem,2
arbejdstidsregist,2
arbejdstidsregl,14
arbejdstillad,10
arbejdstilrettelæg,10
arbejdstilsyn,128
arbejdstilsynsrapport,1
arbejdstim,21
arbejdstøj,13
arbejdsudbud,6
arbejdsudbudsaftal,1
arbejdsudbudsreform,1
arbejdsug,21
arbejdsugernelang,3
arbejdsulyk,7
arbejdsvilkår,107
arbejdsøjemed,2
arbitrært,1
arbjed,3
arboleda,1
arbøl,9
arch,1
archibald,4
architect,1
archê,1
ard,6
ardern,31
ardest,1
ardil,10
are,26
areal,4
areg,1
arena,16
arendal,2
arensbach,14
arent,4
argentin,5
argentina,62
argentino,2
argentinsk,19
argument,125
argumentation,11
argumenteredemed,2
ari,2
ariana,15
arianagrand,8
arichi,1
ariel,3
arif,2
arizona,72
ark,14
arkansa,60
arketypeværktøj,2
arkil,2
arkitek,12
arkitektfirma,1
arkitektonisk,2
arkitektstud,11
arkitektstudi,2
arkitekttegned,1
arkitektur,3
arkiv,18
arkivar,2
arkivkas,28
arktis,6
arkæolog,1
arkæologisk,2
arla,2
arm,402
arma,2
armagnac,2
armand,2
armando,4
armbrøst,4
armbånd,15
armbåndssmyk,2
armbåndsur,6
arme,1
armed,2
armenfor,2
armeni,9
armhenov,2
armhul,6
armlægning,1
armstrong,2
army,1
arn,78
arnd,3
arneskov,4
arnested,2
arnold,1
arnoldus,2
arnø,1
aro,1
aroha,1
around,1
arr,16
arrang,80
arrangement,161
arrangeretgrillfest,3
arrangør,25
arrest,28
arrestation,1
arresteredegloria,1
arresthus,13
arrestordr,1
arresø,1
arriba,1
arrived,3
arriving,3
arrogant,6
arsenal,1
arslan,11
art,21
arteri,3
arteritis,2
arthur,2
artikel,104
artikeldatabas,2
artikelseri,5
artikl,218
artiklerneblev,2
artilleri,3
artillerigranat,2
artiskokstegning,1
artist,2
artola,1
artroskopisk,2
artz,24
arum,1
arv,85
arveafgift,3
arvefjend,2
arvefølg,2
arvekonflik,4
arveligmuskelsvindsygdom,1
arveløs,2
arvemas,1
arvematerial,5
arveretsadvokat,4
arverækkefølg,2
arvestrid,12
arvestyk,2
arvesynd,1
arvika,34
arving,7
arvizo,6
arvtag,6
arvæv,9
as,14
asa,2
asaa,1
asad,7
asador,1
asafe,2
asatro,6
asbjørn,118
aschheim,1
ase,9
aserbajdsjan,4
ases,1
asfalt,18
asg,10
asghar,6
asgre,3
ashimi,2
ashli,1
ashraf,10
asi,9
asia,4
asiat,3
asiaternesom,1
asiatisk,5
asic,2
asics,2
asif,6
ask,13
askebæg,2
askebægr,4
asked,1
askehav,1
asking,1
askov,2
askær,2
aslan,1
aslaug,17
asleep,1
asma,21
asmaa,2
asmus,11
asnæs,1
aso,2
asocial,3
asotthanakorn,2
asp,3
aspargessup,2
aspek,11
asperatus,1
asperg,2
asperita,1
asperud,3
asphalt,1
aspirant,4
aspiri,6
ass,23
assad,13
assalamu,1
assault,1
assentoft,1
assessment,1
assist,31
assistanc,23
assistancekoordinator,2
assistent,159
assistenttræn,3
assisting,1
associ,1
associated,9
association,6
associeringsaftal,3
assolutament,1
assurandør,3
asta,14
astersvej,4
astersvejog,1
astma,17
astmaanfald,2
astmamedicin,7
astman,15
astmatik,1
astmatisk,2
aston,1
astrazenca,1
astrazeneca,134
astrid,130
astrocytom,3
astrologi,2
astronaut,7
astronauthjelm,1
astronom,1
astrup,2
asyl,50
asylansøg,54
asylansøgning,2
asylbørn,1
asylcent,33
asylcentr,12
asylchef,1
asyldestination,1
asylpar,3
asylregl,4
asylstop,4
asylsøg,2
asyltilstrømning,1
asymptomatisk,3
at,5
ataflæs,1
atalanta,2
atalnta,2
atan,1
atanalys,2
atanerk,1
atanstreng,2
atantal,3
atarés,3
atbalanc,2
atbehandlingenogså,1
atbeløb,1
atbliv,2
atbogratis,1
atbrexit,1
atchristina,2
atd,40
atdag,1
atdatterenrejst,1
atdel,10
atdele,2
atdreng,1
atdræb,2
atdu,1
atdø,2
aten,3
atepisodenand,1
atfejr,2
atflyt,3
atflyv,1
atfortæl,1
atfrejafedted,2
atfryg,2
atfå,3
atgenopliv,1
atgenåbn,2
atgina,2
atgå,2
atgør,3
ath,13
athav,4
athjert,1
athun,4
athv,2
athvis,2
athør,1
atindberetted,1
atiqa,6
atiran,1
atjeg,5
atjet,2
atkarakterkrav,3
atkast,2
atkim,2
atkinson,2
atkomment,1
atkvind,2
atl,12
atla,2
atlant,34
atlanta,33
atlantaprimærvalg,27
atlanterhav,4
atlantic,1
atlave,2
atlet,8
atletico,1
atletik,5
atletikforbund,2
atlineskul,2
atlufthavnspersonal,1
atlæg,1
atlær,31
atman,4
atmor,2
atmosfær,6
atmosfærisk,1
atmænd,2
atmærk,1
atmærkestorbystemning,1
atmød,2
atnedlæg,2
atnuugaatsiaq,1
atnår,3
atofrenedød,2
atogså,1
atolivia,2
atomafrustning,2
atomaftal,1
atombomb,4
atommag,1
atommissil,2
atomsorg,1
atomsprænghoved,3
atomvåb,4
atopdat,1
atoper,1
atorgandonation,1
atoverlev,2
atoverlæg,1
atp,20
atpas,2
atpatient,1
atradiosyv,1
atresi,1
atrisiko,1
atrodfæst,2
ats,1
atsansemæs,1
atseniorordning,1
atskoleled,3
atskriv,2
atspild,2
atstolepå,3
atstøt,1
atsundhedsorganisation,2
atsundhedsvæsen,4
atsåvel,3
atsøg,1
att,26
attag,1
attal,3
attendo,4
attentat,8
attentatmænd,2
attest,2
attica,6
attilfør,1
attilio,1
attilmeld,1
attisk,1
attitud,12
attraktiv,32
attraktivt,29
attrativt,1
atudviklekompetenc,3
atv,2
atvakl,2
atvalgnederlag,1
atvi,2
atvid,1
atvirk,2
atvær,2
atypisk,14
atåbn,1
au,4
aucun,2
aud,2
audi,12
audienc,2
audiologopædi,1
audiologpædi,1
audioslav,3
audition,13
auditørkorp,1
auditørkorps,2
audrey,5
august,319
augustaft,4
augustdag,6
augustenborggad,1
augustklok,3
auh,1
auk,9
auktion,1
auktionshus,3
aula,2
aulum,2
aung,24
auning,2
auraient,1
aurait,1
aureli,2
aurora,8
auschwitz,3
ausfedpolic,2
ausmat,2
aussi,2
austel,1
austereo,17
austin,1
australi,91
australia,12
australian,4
australsk,75
australskeradiostationenday,1
australsklæg,2
autenticit,2
autentisk,8
author,3
authoriti,2
autism,55
autismediagnos,4
autismeforening,2
autist,12
autistic,2
autistisk,2
auto,3
autograf,18
autoimmun,10
autoklav,2
automatik,5
automatis,8
automatisering,6
automatisk,69
automatvåb,6
automekanik,14
automotiv,1
autonom,8
autonomi,4
autopilot,2
autoris,14
autorisation,53
autorisationslov,28
autorisationsregist,2
autorisationsregl,4
autorit,7
autoritativ,2
autoritet,8
autoritetstro,9
autoritær,6
autostol,10
autosvar,2
autoteknolog,1
autoteknologuddan,1
autoværksted,1
autumn,4
av,8
avanc,19
avancement,2
avanceredejagerfly,2
avant,1
avantgard,1
avatar,4
ave,1
avellanada,1
avenu,4
aveny,1
aversionsterapi,2
avignon,5
avis,579
avisartikl,3
avisencorri,1
avisendanmark,3
avisennew,2
avisenphiladelphia,2
avisenth,9
avistegning,1
avisudklip,1
aviswashington,2
aviv,7
avleholm,2
avocat,2
avsd,1
awad,2
awami,1
awar,4
award,10
awash,6
away,6
awrang,3
axel,37
axels,5
axelsson,1
axeltorv,1
axio,1
axochiapan,1
aya,8
ayasofia,4
ayf,4
aym,1
aymalin,2
ayuda,1
ayurveda,4
ayurvedisk,2
ayyadurai,2
aziil,6
azov,4
azovfilm,2
azteca,2
baad,4
baadsgaard,4
baagø,6
baark,1
baarl,5
baastrup,19
baastrupbland,1
bab,2
babet,1
babi,2
baby,194
babyalarm,3
babybesøg,2
babycurus,1
babydreng,1
babygråd,2
babyinstitut,2
babykit,3
babylanc,5
babylejetøj,1
babylyk,2
babymord,1
babypak,2
babyplan,1
babyprin,1
babyprojek,2
babyshow,3
babyskanning,1
babysvøming,2
babysvømning,4
babyting,2
babytyveri,1
babytæp,2
babyudstyr,1
bach,55
bachelor,15
bachelorgrad,5
bacheloropgav,1
bachelorstud,1
bacheloruddan,8
bachman,7
bachmanblev,1
back,3
backpack,1
backpackerei,2
backstag,1
backstagebilled,2
backup,2
bad,306
badebuks,3
badedrag,2
badeforhæng,5
badegæst,8
badehotel,5
badekar,3
badekåb,2
bademåt,2
badeoli,2
baderum,8
badesikker,4
badestrand,1
badeteknik,1
badetårn,1
badeulyk,1
badevæg,2
badevær,41
badeværelsesflis,4
badeværelsesgulv,1
badg,2
badidaa,3
badminton,15
badmintonban,5
badmintondoubl,1
badmintondrøm,1
badmintonekspert,1
badmintonhal,2
badmintonkarri,2
badmintonkommentator,1
badmintonspil,9
badmintonstjern,1
badmintonsæson,2
badmintontræning,4
badning,2
badu,13
badulj,2
badvi,1
bafta,1
bag,765
bagag,28
bagagepersonal,1
bagagerum,9
bagatel,2
bagatelfordyb,2
bagatellis,5
bagben,3
bagdad,7
bagdør,7
bagedyst,2
bageft,162
bagepapir,2
bagerbutik,1
bageri,37
bagerst,17
bagest,2
bagfra,8
baggag,1
baggrund,396
baggrundsbefolkning,1
baggrundstjek,1
baggård,6
baghar,1
baghav,5
baghdadi,11
baghili,4
baghilis,3
baghjul,9
baghold,2
baghoved,15
baghånd,3
bagi,6
bagindgang,2
bagkant,12
bagkatalog,4
bagklogskab,3
bagland,29
baglandog,2
baglandvalg,1
baglom,1
baglå,3
baglæn,5
bagmænd,3
bagom,1
bagorrtd,1
bagov,9
bagprojek,1
bagpå,1
bagrud,6
bagsid,15
bagsmæk,1
bagspejl,2
bagsværd,2
bagsæd,31
bagt,3
bagtank,1
bagtil,2
bagtrap,1
bagtæp,3
bagud,29
bagvag,7
bagvagtblev,2
bagved,9
bagvedlig,4
bagvej,3
bagværk,1
bagwel,27
bahama,3
bahrain,24
bahztdvsj,1
bai,3
bailey,2
bain,1
bak,266
bakery,1
bakgear,3
bakke,2
bakked,28
bakkedal,2
bakkedeh,3
bakkegård,12
bakkeom,2
bakr,6
baksk,1
bakspejl,19
bakteri,39
bakteriedræb,1
bakterieflora,2
bakterieinfektion,3
bakteriel,3
bakterieniveau,1
bakterienvibrio,1
bakteriesammensætning,2
bakteriesygdom,2
bal,32
balanc,98
balanceevn,3
balancegang,10
balanceproblem,2
balandia,1
balandina,9
balcony,1
baldersgad,3
baldev,20
baldus,1
baldwin,1
bali,3
balinesisk,2
balkan,1
balkon,7
ballad,50
ballademag,1
ballarin,1
balleby,25
ballerup,11
ballistisk,5
ballon,13
ballonudvid,3
balloon,1
balstrup,4
baltikum,1
baltimor,70
baltisk,2
baltoft,1
balts,1
baltz,1
bamarn,1
bambushelved,3
bambustandbørst,1
bams,53
bamseag,1
bamserhavd,2
ban,205
banal,3
banalt,3
banan,7
bananrepublik,2
band,75
bandag,4
bandagist,2
bandbrug,1
bandeen,1
bandegruppering,3
bandekonflik,5
bandekr,1
bandekriminalit,2
bandeled,22
bandemedlem,10
bandemiljø,3
banderelation,1
bandlyst,4
bandomsven,1
banebryd,5
baned,3
banedanmark,12
banegård,7
banegårdsstemning,2
banehalvdel,8
banelandshold,1
baneløb,2
banenkan,1
banf,6
banfield,1
bang,569
banga,2
bangkok,4
bangladesh,7
bangsgaard,4
bangsund,1
bangsvej,1
bangui,6
banguis,1
bank,148
bankansat,3
bankassistent,3
bankbog,5
bankbok,2
bankcrédit,3
bankdam,2
bankdirektør,3
banked,25
bankedehan,1
bankfolk,3
bankinvest,1
bankkonto,2
bankkort,1
banklån,2
bankmand,1
banko,7
bankoarrangement,1
bankrådgiv,20
bankrøveri,8
banksektor,2
banksy,5
bankudskrift,2
bannerfør,3
bannon,2
banqu,2
bansl,8
banton,2
bapsz,2
bar,2423
barack,41
barak,2
barakby,1
baran,5
barb,18
barbara,106
barbarisk,3
barberblad,7
barberbladstynd,2
barbermaskin,2
barbershop,2
barbi,1
barboza,1
barcelona,36
barchow,1
barda,6
bardack,2
bardam,1
bardisk,1
bardot,2
bare,2
barebang,1
baregennemfør,1
barej,2
baremed,1
barentshav,1
bareto,3
barfoed,1
barghouthis,1
barikad,2
baringosø,1
bark,3
barkhan,1
barm,8
barmhjert,6
barmhjertighedsopgav,1
barn,1415
barndom,86
barndomsby,2
barndomshjem,26
barndomskammerat,2
barndomsklub,1
barndomsmind,3
barndomsven,3
barndomsvenind,2
barnebarn,43
barnebrud,2
barnedåb,5
barnedåbeog,1
barnefingr,2
barnegråd,1
barnehoved,1
barnemord,6
barnenavn,2
barnep,10
barneskuespil,2
barnestj,2
barnesæd,2
barnethar,2
barnethavd,2
barnetråd,1
barnetskal,1
barnetstr,1
barnetvirk,2
barnevogn,22
barnevognenskal,2
barni,1
barnicl,2
barnløs,37
barnoplev,1
barnpå,4
barnsb,2
barnvisers,1
barok,1
barometerundersøg,2
barometr,1
barometrefor,1
barpersonal,3
barret,6
barri,22
barrikad,17
barrio,2
barron,3
barroso,3
barrowboy,1
barrés,8
barsel,37
barselsafdeling,2
barselsafsnit,5
barselsbobl,2
barselsgang,3
barselsgav,1
barselshotel,16
barselsklinik,4
barselsmor,1
barselsomsorg,2
barselsorlov,8
barselsperiod,1
barselsseng,12
barselsstu,3
barselsvikariat,2
barselsvilkår,5
barsk,45
barsl,5
barsø,10
bart,3
bartend,5
bartholinsgad,2
bas,172
basal,45
basalt,2
basebal,2
baseballbat,2
baseballspil,2
baseballtræn,2
basecamp,2
basechef,6
basg,4
bashar,7
bashir,1
basingstok,1
basis,26
basisindkomst,4
bask,5
baskerland,1
basketballhold,1
basketballspil,3
baskisk,2
basra,1
bassemand,2
basset,3
bast,2
bastardo,6
bastilledag,2
bastion,7
bastionstod,2
basun,1
bat,20
bata,4
bataclan,1
bataljon,4
bataljonschef,1
bath,1
batl,1
batman,8
baton,6
batteri,15
batterier,2
battl,1
batwoman,1
bauman,4
baun,1
bauta,16
bavarian,1
bavian,3
bay,19
bayard,2
bayern,2
bayero,1
bayford,6
baykal,4
baylor,1
bazar,2
bazgir,31
bbc,117
bdo,3
be,25
beach,14
beachprimærvalg,27
bearbejd,49
beast,4
beat,3
beatl,19
beatophonic,3
beatric,2
beatrix,8
beattyvil,2
beaufort,2
beautiqu,2
beauty,6
beav,4
bebo,451
beboelsesejendom,4
beboerbeslutningenomat,2
beboerefra,1
beboereik,2
beboergrup,2
beboerinddrag,1
beboersammensætning,2
bebrejd,30
bebrejded,8
bebud,8
bebuded,2
bebudeti,2
bebyg,1
bebygged,1
bebyrd,3
becaus,3
bech,89
bechag,2
bechtold,1
beck,15
beckham,4
beckley,27
bed,262
bedding,3
bededagsferi,1
bedemand,5
bedemandsforretning,8
bedemænd,7
bedest,2
bedesundhedsminist,1
bedr,1333
bedrag,17
bedrageri,11
bedrageriparagraf,1
bedrev,4
bedrevid,31
bedrift,150
bedring,85
bedringsfas,1
bedriv,1
bedrøv,4
bedst,1072
bedstefar,45
bedsteforældr,61
bedsteforældregeneration,1
bedsteforældrerol,2
bedstemod,2
bedstemoderenfortæl,1
bedstemoderenvelma,1
bedstemor,25
bedstemort,1
bedt,199
bedun,2
bedvistløs,1
bedyr,3
bedøm,10
bedømt,3
bedøv,69
bedøved,11
bedøvelsesmiddel,2
bedøvelsesmidl,2
bee,3
beech,9
been,11
beerpong,2
bees,7
befal,2
befaled,5
befamled,4
befand,91
befind,129
befolk,1
befolked,2
befolkning,372
befolkningifølg,1
befolkningsantal,4
befolkningsfond,1
befolkningsgrup,11
befolkningsmæs,2
befolkningssammensætning,3
befolkningstal,5
befolkningstilvækst,6
befolkningsudvikling,4
befolkningsvækst,2
befor,5
befordr,1
befri,31
befried,2
befrielseog,1
befrielsesaktion,6
befrug,6
befrugted,8
befrugtning,20
befrugtningel,1
befrugtningensk,1
befund,18
befæst,2
beføj,10
beføling,2
befølt,7
beg,554
begav,7
begejstr,25
begejstred,13
begejstretpatrick,2
begejstring,16
begik,48
begiv,14
begiven,84
begivenhed,21
begrav,140
begraved,3
begravelsesfirma,1
begravelsesoptog,1
begreb,45
begrib,6
begrund,106
begrunded,10
begrundeded,2
begræd,2
begræns,165
begrænsed,22
begrænsedobbeltuddan,3
begrænsing,3
begrænsning,44
begunst,1
begynd,2097
begyndelsens,1
begynderhun,1
begynderjeg,2
begyndteandr,1
begyndteat,20
begyndtemed,4
begyndtepå,2
begyndtetroel,16
begå,171
begår,35
begær,5
begæred,2
begæring,1
beha,79
behag,5
behalf,2
behandl,625
behandled,43
behandlerrol,1
behandlersystem,2
behandlethoma,2
behandletm,1
behandligscent,2
behandling,1541
behandlingcirka,1
behandlingenpå,1
behandlingernærmest,2
behandlingigangsat,1
behandlingsaftal,2
behandlingsansvar,7
behandlingsarbejd,1
behandlingsbehov,1
behandlingscent,11
behandlingscentr,6
behandlingschef,1
behandlingschefpå,1
behandlingsdag,2
behandlingsdom,21
behandlingsdosis,1
behandlingsefterslæb,4
behandlingsen,2
behandlingsfaggrup,2
behandlingsfejl,2
behandlingsforløb,41
behandlingsform,16
behandlingsgaranti,56
behandlingshjem,4
behandlingskræv,9
behandlingslegeplad,1
behandlingslegeplads,1
behandlingsløsning,2
behandlingsmetod,12
behandlingsmu,4
behandlingsmulighed,2
behandlingsmød,4
behandlingsniveau,1
behandlingsplad,2
behandlingsplads,2
behandlingsplan,4
behandlingspris,3
behandlingspsykiatri,2
behandlingsresultat,1
behandlingsrum,4
behandlingsråd,4
behandlingssektion,1
behandlingsskema,2
behandlingsstart,3
behandlingssted,12
behandlingssystem,2
behandlingsteam,1
behandlingsted,2
behandlingstestament,10
behandlingstid,4
behandlingstilbud,14
behandlingud,1
behandlingvari,1
behersk,3
behersked,4
behesht,1
behmel,1
behmelsyndrom,1
behnk,8
behold,109
beholdning,10
behov,578
behring,5
behåring,2
behæft,5
behør,7
behøv,131
behøved,30
bei,2
beich,4
beier,6
beierdem,2
beiertil,1
beijing,13
being,5
beirut,10
beisfjord,1
bejdsmarked,1
bejl,1
bek,22
bekend,112
bekendtgjord,1
bekendtgjort,4
bekendtgør,19
bekendtskab,17
bekendtskabskred,2
beklag,112
beklaged,17
beklageligvis,3
beklæd,3
beklædning,5
beklædningsgenstand,2
bekost,7
bekostning,22
bekr,2
bekriged,1
bekræft,334
bekræfted,58
bekræftederiad,2
bekræftedesiré,2
bekræftelseaf,2
bekvem,2
bekvemt,1
bekymr,374
bekymred,140
bekymredefor,3
bekymring,286
bekymringsfrit,3
bekymringshenvend,9
bekæmp,185
bekæmped,1
bel,17
belag,5
belang,2
belast,45
belasted,16
belastning,75
belastningat,1
belastningsreaktion,1
belastningstest,1
belej,2
belejr,4
belejred,2
belejring,3
belenda,8
belfast,3
belgi,64
belgisk,31
believ,6
belig,2
beliggen,20
belinda,1
bella,4
bellahøj,4
bellaich,8
bellevu,7
belling,1
belokamenka,1
belong,6
belotti,2
beltrán,2
belvédèr,1
belys,6
belysningsinstallation,2
belyst,13
belån,1
belæg,17
belægning,10
belægningsgrad,9
belægningsprocent,15
belægningstal,4
belær,4
belært,5
belæst,1
beløb,164
beløbsgræns,9
beløbsordning,1
beløbsstør,2
beløn,26
belønning,19
belønningsmus,1
bemand,31
bemanded,7
bemanding,61
bemandingsmæs,1
bemandingsproblem,6
bembenek,27
bemynd,1
bemærk,60
bemærked,26
bemærkedeisær,2
bemærkelsesværd,13
bemærkning,44
bemærksesværd,2
ben,394
benassis,3
benazir,3
bend,58
bendix,3
bendts,18
benedetti,1
benedict,2
benedik,17
benfield,15
beng,3
benhandlingsgaranti,1
benhård,47
benjamin,19
bennick,2
bennington,39
benno,5
benny,13
benov,1
benrt,2
bent,347
bentebent,4
benteom,1
bentin,3
bentley,3
bents,2
bentzon,1
benyt,85
benytted,16
benyttenikotinproduk,1
benzin,29
benzinbil,2
benzinflask,1
benzinkonto,4
benzinrationering,2
benåd,5
benådning,7
benådningeft,2
benæg,13
benægted,7
beograd,1
beordr,27
beordred,19
ber,12
beram,11
berberab,2
berdegué,2
berea,27
bereavement,2
bered,1
beredskab,110
beredskabsafdeling,3
beredskabsaftal,1
beredskabsaktivering,1
beredskabsbidrag,1
beredskabschef,3
beredskabsen,1
beredskabsinfo,1
beredskabslæg,2
beredskabsniveau,4
beredskabspersonal,1
beredskabsplan,7
beredskabsstyr,12
beredskabsstyrelsenogforsvarsministeri,3
beredskabsstyrk,1
beredskabsudvikling,1
beredsskab,2
beredvil,2
beregn,34
beregned,3
beregning,95
beregningervist,2
beregningsforudsætning,3
berejst,2
beret,70
beretning,29
beretted,16
berettig,2
berettiged,3
berg,33
bergamo,29
bergman,28
bergstrand,8
bergur,3
berigelsesforbryd,1
berigelseshens,2
berigelseskriminalit,1
berigtig,2
berit,54
berk,2
berlac,4
berleburg,1
berleman,31
berlin,28
berlingsk,197
berlinmur,1
bermuda,2
bern,1
bernadet,1
bernadot,4
bernardino,8
bernardo,2
bernhag,10
bernhard,1
berni,500
bernstorffsvej,2
bernt,3
bernth,1
bernthanders,1
bernts,2
bero,90
berolig,1
beroliged,17
beror,6
berring,18
bert,90
bertac,3
bertel,2
berth,195
bertram,10
berus,10
berused,7
beryg,8
berygted,11
berøm,8
berømt,39
berør,8
berøring,27
berøringsangst,8
berørt,116
bes,2
besad,1
besat,49
besegled,1
besejr,16
besejred,2
beshear,2
besid,82
besind,2
beskad,14
beskadiged,3
beskadigedebil,2
beskat,4
beskatning,11
beskatted,3
besked,562
beskedenramt,2
beskedent,1
beskedfra,1
beskedn,3
beskedtjenest,1
beskid,47
beskik,1
beskrev,141
beskriv,415
beskud,4
beskydning,6
beskyld,125
beskyldning,43
beskyt,326
beskytted,6
beskyttelsesbril,4
beskyttelsesdrag,24
beskyttelsesforanstaltning,2
beskyttelsesmask,1
beskyttelsesrum,9
beskyttelsestøj,3
beskyttelsesudstyr,28
beskæft,39
beskæftig,88
beskæftiged,16
beskæftigelse,2
beskæftigelsesforvaltning,1
beskæftigelsesfradrag,11
beskæftigelsesindsat,3
beskæftigelsesindsats,3
beskæftigelsesminis,2
beskæftigelsesminist,84
beskæftigelsesministeri,22
beskæftigelsesmu,1
beskæftigelsesområd,1
beskæftigelsesordfør,16
beskæftigelsesreform,2
beskæftigelsessystem,7
beskæftigelsesudvalg,5
beskæm,1
beskær,4
beskæring,6
beslag,5
beslaglag,38
beslaglæg,6
beslut,278
beslutning,501
beslutningpå,2
beslutningsevn,3
beslutningsforslag,2
beslutningsforum,2
beslutningsgang,1
beslutningsgrundlag,1
beslutningsproces,3
beslutningssituation,1
beslutningsstøtteværktøj,1
beslutningstag,4
beslutsomt,2
beslutted,224
besluttedeat,2
besluttedederfor,1
besluttedem,2
beslutterat,6
beslægted,2
bespar,80
besparelsesplan,1
bespot,2
besserwis,13
best,19
bestand,2
bestanddel,2
besteg,8
bestem,145
bestemt,310
bestialsk,2
bestigning,4
bestik,12
bestil,37
bestilling,8
bestilt,56
bestod,34
bestodaf,1
bestred,3
bestrid,8
bestrål,2
bestræb,15
bestsel,2
bestsellerbog,5
bestyr,60
bestyrelsesforkvind,2
bestyrelsesformand,26
bestyrelsesmedlem,6
bestyrelsespost,1
bestyrelsesstyr,3
bestyrelseund,13
bestyrk,7
bestyrt,2
bestå,80
beståbland,3
består,101
besudl,2
besvar,72
besvared,4
besvim,33
besvimed,21
besvimelserog,2
besvær,84
besværliggjort,3
besværliggør,7
besynder,12
besyng,1
besyv,5
besæt,21
besætning,52
besætningennem,1
besætningn,1
besætningsmedlem,25
besættelsestid,6
besøg,657
besøgi,2
besøgsbaby,2
besøgskontrol,1
besøgslokal,3
besøgsrum,2
besøgstal,2
besøgstid,5
besøgteenvenind,1
bet,5
betag,3
betal,564
betalei,1
betaling,44
betalingsanlæg,4
betalingsindhold,2
betalingskort,1
betalingsoplysning,4
betalingsservic,1
betalingstelefon,2
betalt,312
betaltespisepaus,2
betegn,112
betegned,13
beth,18
bethesda,1
betina,45
beting,42
betingelsesløs,2
betj,11
betjen,3
betjening,6
betjent,193
beton,4
betonarbejd,4
betonban,1
betonbarri,2
betonblok,2
betonbranch,2
betongulv,1
betonhus,1
betonklods,1
betrag,110
betragted,19
betragtning,26
betro,2
betroed,7
betror,1
betryg,8
betræk,2
betsy,1
bettina,22
bettinadreierluno,1
betty,2
betut,1
betvalu,2
betvivl,9
betxpert,4
betyd,1273
betydning,181
betydningsfuld,8
betænd,72
betændelsesinfektion,1
betændelsestilstand,5
betænk,5
betænkningstid,11
betænksom,3
betænktningstid,1
betød,232
beundr,3
beundred,1
beundring,2
beundringsværd,2
beuschau,84
beuschauenkelt,2
beuschaus,2
bevar,68
bevared,2
bevaringsplan,1
beverly,4
bevidn,4
bevidst,183
bevidsteom,1
bevidsthedog,2
bevidsthedstilstand,2
bevidstløs,68
bevidstløsog,1
bevil,7
bevilg,12
bevilling,10
bevillingssystem,2
bevinged,1
bevirk,4
bevirked,5
bevis,238
bevisbyrd,2
beviserlykked,3
bevismaterial,12
bevist,33
bevog,4
bevogtning,6
