titles,sub_header,h2,content,author,tag,date,link,source
Flyt til Syddanmark og få sygeplejejob,Ledigheden blandt nyuddannede sygeplejersker på landsplan er steget. Dog ansætter Region Syddanmark flere sygeplejersker på sygehuse end tidligere.,Vi ansætter flere sygeplejersker Vigtigt at komme hurtigt på arbejdsmarkedet,"Det er blevet sværere for nyuddannede sygeplejersker at finde et job - ledigheden på landsplan er steget fra 2 til 17 procent. Men hvis de vil have heldet med sig, skal de overveje at flytte til Region Syddanmark. Det er nemlig her, der er størst chance for at blive ansat. Formand for Sygeplejerådet i Syddanmark, John Christiansen, tror, det skyldes et ændret forhold mellem vikarer og fastansatte: - Især sygehusområdet har indset at det er vigtigt at have en lidt højere nomering end at bruge eksterne vikarer. Det betyder at man har ansat lidt flere sygeplejersker på sygehusområdet end tidligere. Han mener, at den hurtige adgang til arbejdsmarkedet er vigtig for at sygeplejerskerne kommer godt ind i faget. - Man rodfæstes langt hurtigere. Helt personligt for den enkelte sygeplejerske gør det selvfølgelig også, at man bedre kan etablere sig i sit private liv. Det kan være huskøb eller det at få børn. Det betyder også at sandsynligheden for at man så bliver inden for sygeplejerskefaget er større, siger John Christiansen. http://mu.net.dr.dk/admin/programcard/get/?id=urn:dr:mu:programcard:54f47a6f6187a411cc6fcdb0http://mu.net.dr.dk/admin/programcard/get/?id=urn:dr:mu:programcard:550949d96187a912fce98132",Heidi Callesen,Fyn,2012-02-15T07:23:00+00:00,https://www.dr.dk/nyheder/regionale/fyn/flyt-til-syddanmark-og-faa-sygeplejejob,DR
DIN MENING: Vil du have din arbejdsdag delt i to?,,,,Morten Top,,2012-02-08 00:00:00,https://www.dr.dk/Nyheder/Baggrund/2012/02/08112739.htm?focusId=3546851,DR
Sociale bedragere har det svært i Aarhus,"Aarhus Kommune har succes med at jage sociale bedragere. Det er lykkedes tre medarbejdere at kradse 12,3 millioner ind i løbet af sidste år.",Mere end forventet,"Aarhus Kommune har succes med at jage sociale bedragere. 12,3 mill. kr. lykkedes det de tre medarbejdere i kommunens kontrolenhed  at kradse ind sidste år. Det er langt mere end man havde forventet og 4,5 mill. mere end året før. Det er folk, der er afsløret i snyd med bl.a kontanthjælp, sygedagpenge og førtidspension. - Resultatet er både positivt og negativt. Det er fint, at Kontrolenheden er blevet så effektiv, som den er, men det er bekymrende, at så mange fortsat forsøger at snyde sig til penge fra den fælles kasse, siger social- og beskæftigelsesrådmand Hans Halvorsen.",Villy Vestergaard,Østjylland,2012-02-14T09:31:00+00:00,https://www.dr.dk/nyheder/regionale/oestjylland/sociale-bedragere-har-det-svaert-i-aarhus,DR
Kun én har Roskildesyge,"På Kolding Sygehus har blandt andet patienterne på Børneafdelingen sat i isolation. Men det viser sig, at kun en enkelt patient har Roskildesyge.",,"Kun et enkelt barn på børneafdelingen på Kolding Sygehus har Roskildesyge. Det viser resultatet af de prøver, som de ansatte har taget på de børn, der var under mistanke for at lide af Roskildesyge. Når der kun er et enkelt tilfælde, så er der ikke tale om et udbrud, og derfor genåbner sygehuset nu de lukkede afsnit. Det drejer sig for eksempel om en legeafdeling og den fælles buffet. I øjeblikket er der syv børn, der er isoleret på grund af diarré, og de forbliver i isolation til symptomerne er væk. Afdelingssygeplejerske Bente Mortensen er glad for, at der ikke var tale om et egentligt udbrud af Roskildesyge: - Børnene bliver jo indlagt fordi de er syge, og de skal jo helst ikke få en anden sygdom mens de er på sygehuset, siger hun.",Jan Laursen,Trekantområdet,2012-02-14T15:23:22+00:00,https://www.dr.dk/nyheder/regionale/trekanten/kun-en-har-roskildesyge,DR
Hund reddede ejere fra brand,En hund reddede i nat sine ejere fra en brand i Fjerritslev.,,"En hund reddede i nat sine ejere fra en brand i Fjerritslev. Ejerne lå og sov i deres hus på Manstrupvej, da der af endnu ukendte årsager gik ild i stuehuset. Ilden brændte hul i loftet og op i taget, men hunden fik vækket sine ejere, som kom sikkert ud. Politi og beredskab blev kontaktet klokken 02.17.",Agnete Birch Smith,Nordjylland,2012-02-21T05:45:34+00:00,https://www.dr.dk/nyheder/regionale/nordjylland/hund-reddede-ejere-fra-brand,DR
3-årig pige død efter fald fra vindue,"Den tre-årige pige, som søndag faldt ud fra et vindue på tredjesal er død, oplyser politiet.",,"Den treårige pige, som søndag eftermiddag faldt ud ad et vindue fra en lejlighed på tredje sal, døde mandag eftermiddag på Rigshospitalet. - Hendes skader var så alvorlige, at lægerne i samråd med de pårørende besluttede at slukke respiratoren. Klokken 15.38 blev hun erklæret død, fortæller vagtchefen ved Københavns Politi, Claus Grønnegaard. Pigen legede med et andet barn på et værelse i lejligheden på Vesterbro i København, mens moren var i køkkenet. Da moren kom ind i værelset, opdagede hun til sin store forskrækkelse, at den treårige pige ikke længere var i rummet. I stedet kunne hun se et åbent vindue, og på gaden lå hendes datter. Den lille pige blev i hast bragt til Rigshospitalets Traumecenter, men mandag eftermiddag måtte lægerne opgive at redde hendes liv.",/ritzau/,København,2012-02-06T15:54:00+00:00,https://www.dr.dk/nyheder/regionale/hovedstadsomraadet/3-aarig-pige-doed-efter-fald-fra-vindue,DR
11-årig pige ser ud til at overleve,"Den 11-årige pige, der i torsdag eftermiddag blev livsfarligt kvæstet ved en trafikulykke i Als, ser ud til at overleve.",Ramte minibus,"Den 11-årige pige, der i torsdag eftermiddag blev livsfarligt kvæstet ved en trafikulykke i Als, ser ud til at overleve. Ifølge Johan Nielsen fra Himmerlands Politi er pigen nu så stabil, at lægerne forventer at tage hende ud af respiratoren om en uge. Ud over pigen blev hendes to søskende på fem og 12 år også alvorligt kvæstede. Ulykken skete da en personbil med børnene som passager kørte sammen med en minibus. Efterfølgende blev seks ambulancer i kortege med politieskorte sendt til traumecentret i Aalborg. Region Midtjyllands redningshelikopter fra flyvestationen i Karup blev blandt andet sendt til stedet. Det samme gjorde en mobil traumeenhed med læger og sygeplejersker fra sygehuset i Aalborg. De to personer i minibussen kom ifølge politiet ikke alvorligt til skade ved ulykken.",Agnete Birch Smith,Nordjylland,2012-02-10T09:45:40+00:00,https://www.dr.dk/nyheder/regionale/nordjylland/11-aarig-pige-ser-ud-til-overleve,DR
Kampe i Syrien på webcam,"En syrisk netbruger har sat et webkamera op, der filmer ud over Homs, mens skud og bomber fra tid til anden flænser luften. Advarsel: risiko for voldsomme billeder.",,"Kampene mellem oprørere og regeringsstyrker i den syriske by Homs fortsætter tirsdag på 11. dag i træk. Kampene foregår i flere byer, herunder forstæder til Damaskus og i Homs. Her kan du se billeder fra byen Homs sat op af en syrisk netbruger, der kalder sig baba-omer. OBS: Hvis videoen ikke er live, når du kigger, kan du se masser af optagelser, der angiveligt stammer fra Homs i baba-omers tidligere live-sendinger.",Frederik Bjerre Andersen,Udland,2012-02-14T13:51:00+00:00,https://www.dr.dk/nyheder/udland/kampe-i-syrien-paa-webcam,DR
Gigantiske ekstra-regninger på vej fra vandværket,Advarsel fra vandværket i Blokhus: - Der er noget helt galt for tiden med en vandforbrug på det dobbelte af normalen for vinterperiode.,Værre end normalt Ikke nok med fem graders varme i huset,"Det kan gå så galt, når frosten sprænger rørene i sommerhuset, fordi hovedhanen står åben. Formanden for Blokhus Vandværk, Mogens Sparre, varsler store ekstra-regninger på vej til sommerhus-ejere, som har fået vandrørsskader. - Vandforbruget er lige nu dobbelt så stort som på normale vinterdage, siger han. Og det bekymrer os, fordi vi normalt kun ser vandet fosse så meget ekstra, når vi får tøvejr ovenpå frost. Mogens Sparre tolker forbruget derhen, at der er sket sprængninger af rør, som er af den kraftige slags. - Det er ikke små sprængninger, når der trænger vand ud, mens der er frost, siger han. Mogens Sparre forventer, at nogen står til at få en regning, som er dybt chokerende. - Altså 100.000 bare i ekstra i afgift har vi eksempler på. Og det er jo ikke sjovt at stå med en regning, der er ude i hampen, samtidig med at huset er ødelagt af vand, siger han. Han mener, at forklaringen på at skaderne tegner til at blive store i år, kan være, at de senere års vintre har været ret temperaturmilde med meget sne. - Folk har kunnet nøjes med få varmegrader i huset. Det er bare ikke nok i år alle steder, siger han.",Niels Kjeldsen,Indland,2012-02-10T06:29:00+00:00,https://www.dr.dk/nyheder/indland/gigantiske-ekstra-regninger-paa-vej-fra-vandvaerket,DR
Kommune melder Solhaven for overgreb,Har medarbejdere slået og terroriseret børn på institutionen Solhaven? Det har Vesthimmerlands Kommune bedt politiet undersøge.,Skærpet tilsyn Tilsyn kan ikke bekræfte anklager Nye anklager om overgreb,"Har medarbejdere slået og terroriseret børn på institutionen Solhaven i Farsø? Det har Vesthimmerlands Kommune bedt politiet undersøge. - Familieafdelingen er blevet gjort bekendt med anklager om fysiske og psykiske overgreb på børn på Solhaven, siger socialudvalgsformand Kurt Friis Jørgensen fra Venstre. Det skete helt tilbage i juni, at kommunen politianmeldte institutionen i Farsø, der har flere afdelinger i byen og nærmeste omegn for børn og unge med svære tilpasningsvanskeligheder. - Vi kan ikke som kommune gå ind og lave efterforskning på det og afhøringer. Derfor er det meldt til politiet, der kan gøre det, siger han. Samtidig besluttede kommunen at indføre skærpet tilsyn. DRs aktindsigt i tilsynsrapporterne viser, at institutionen ofte bruger magt. I årets første 10-11 måneder har Solhaven selv indberettet 24 magtanvendelser til Tilsynet. 13 blev vurderet tilladt, men ni blev vurderet ikke tilladt. To blev ikke vurderet som magtanvendelse. Og Tilsynet skriver: >Det er fortsat Tilsynets vurdering, at Solhaven vil kunne profitere af, at arbejde mere målrettet med forebyggelse af magtanvendelse. To episoder hvor en ung har anklaget medarbejdere for ydmygende og nedværdigende behandling, og hvor en ung er blevet spærret inde i >Cellen Men Tilsynet konkluderer: >Vi har ikke fået bekræftet anklagerne om, at der skulle foregå fysiske og psykiske overgreb på børn, der er anbragt på Solhaven. Det skærpede tilsyn stoppede i efteråret, men i december besluttede kommunens socialudvalg på ny at indføre skærpet tilsyn. - Det er på baggrund af en lignende anmeldelse vi har fået fra Børnerådet, så er vi gået ind og laver den ekstra kontrol, siger Kurt Firis Jørgensen. Politiinspektør Verner Holm bekræfter, at politiet efterforsker sager mod Solhaven, men afviser at kommentere det nærmere.",Søren Flytkjær,Indland,2012-02-24T04:43:00+00:00,https://www.dr.dk/nyheder/indland/kommune-melder-solhaven-overgreb,DR
KLUMME: Du er selv din værste fjende på nettet,,,,Shehzad Ahmad- UNIoC- chef for DKoCERT,,2012-02-06 00:00:00,https://www.dr.dk/nyheder/baggrund/2012/02/163053.htm?focusId=3414254,DR
Klatrepark i Kolding sat i bero,"For meget bøvl har ført til, at der ikke bliver nogen klatrepark i Marienlundskoven i Kolding foreløbig.",,"For meget bøvl har ført til, at der ikke bliver nogen klatrepark i Marienlundskoven i Kolding foreløbig. Projektmager og direktør Søren Madsen har valgt at opgive planerne om en Funky Monkey Park i denne omgang. Bl. a. fordi han ikke vil kunne nå at åbne parken inden starten på sæsonen her i foråret. Søren Madsen undrer sig over de mange protester der har været mod parken. - Det er jo et projekt, der har meget med natur at gøre. Han mener det skyldes ukendskab til, hvad det går ud på. Søren Madsen driver i forvejen en klatrepark i Odense.",Mogens Ploug,Trekantområdet,2012-02-27T06:53:00+00:00,https://www.dr.dk/nyheder/regionale/trekanten/klatrepark-i-kolding-sat-i-bero,DR
BILLEDSERIE: Siku i sneen,,,,Morten Top,,2012-02-12 00:00:00,https://www.dr.dk/nyheder/billedserie-siku-i-sneen,DR
Kairo: Regeringsbygning i flammer,"Mens demonstranter er i slagsmål med politiet, er en regeringsbygning brudt i brand i Kairo, oplyser tv.",Overtog bygningen Sammenstød i to dage,"En regeringsbygning over for indenrigsministeriet i Kairo står i brand, mens demonstranter nede på gaden er i slagsmål med politiet, rapporterer Egyptens statslige tv fredag aften. - Der er ild i skattemyndighedernes bygning over for indenrigsministeriet, hedder det kort uden nærmere forklaring på, hvordan det er sket. Bygningen ligger i det centrale Kairo ikke langt fra Tahrir-pladsen, hvor tusindvis af mennesker er forsamlet. Angiveligt overtog demonstranter bygnngen, der skulle tilhøre skattemyndighederne, allerede fredag omkring middag. Herfra havde demonstranterne nemlig nemmere adgang til at angribe sikkerhedsstyrkerne på gaden nedenfor.Demonstranterne havde medbragt møbler og elektrisk udstyr til at bruge som skjolde. De kastede sten og molotovcocktails ned mod sikkerhedsstyrkerne. Men ifølge Ahram Online skulle demonstranterne være klatret ned igen efter nogle timer på taget. Derfor vides det endnu ikke, hvorfor bygningen står i brand. Der har i to dage været voldsomme sammenstød i Kairo. Baggrunden er en fodboldkamp onsdag i byen Port Said, hvor det lokale holds tilhængere angreb tilhængerne fra den besøgende Kairo-klub. 74 mennesker blev mast, tævet og stukket ihjel. Demonstranterne anklager politiet og militæret for at være skyld i massakren ved at forholde sig passive under tumulterne på Port Saids fodboldstadion. Den egyptiske avisen Ahram Online melder om mindst fire dræbte i urolighederne efter fodboldurolighederne.",Ritzau/Nikoline Vestergaard,Udland,2012-02-03T17:23:00+00:00,https://www.dr.dk/nyheder/udland/kairo-regeringsbygning-i-flammer,DR
Februar i billeder,,,,Morten Top,,2012-02-23 00:00:00,https://www.dr.dk/nyheder/februar-i-billeder,DR
Sygeplejersker på detektivarbejde efter hiv,"Et korps af sygeplejersker og nye patienter skal opstøve nogen af de mange, der går rundt med hiv-virus i blodet uden at vide det.",16 sygeplejersker klar Smittekæde kan stoppes,"Gamle telefonnumre, halve adresser og grundige beskrivelser af ex-kærester. Al information er brugbar, når landets infektionsmedicinske afdelinger, nu indleder et større detektivarbejde for at finde de 1.000 danskere, som i årevis har været hiv-smittede uden at ane det. - Mange af dem, der går mange år med en hiv-infektion er faktisk heteroseksuelle, og dem skal vi prøve at nå, så vi kan få stoppet spredningen, siger Tinne Laursen, som er rådgiver ved den infektionsmedicinske afdeling på Århus Universitets Hospital. Sammen med en sjællandsk kollega har hun netop færdiguddannet 16 sygeplejersker i at hjælpe nye patienter med at skrue tiden tilbage og finde frem til gamle ekskærester, tilfældige knald og affærer, som kan være blevet smittet for 10-15 år siden. - Hvis jeg får navnet på en person, har jeg mulighed for at søge på nettet. Der er også gamle telefonnumre og nogen, der måske har en halv gammel adresse. Bare vi ved, hvor de boede for ti år siden, så kan vi finde ud af, hvor de er i dag. Advare dem og tilbyde en test, forklarer Tinne Lauersen. Hun har i flere år foretaget den kontakt-opsporing, der nu bliver udbredt til hele landet. Det er Sundhedsstyrelsen, der har finansieret oprustningen på området. Hvert år registreres 250-300 hiv-smittede herhjemme, men 1.000 personer går rundt med virus i blodet uden at ane det. - I dag kan man få en behandling. Det vil sige, at de mennesker, vi finder kan vi hjælpe. Hvis de går med til samarbejdet om at finde tidligere partnere, kan vi som ekstra bonus stoppe den smittekæde, der opstår, hvis man ikke ved, man er smittet, siger Tinne Laursen. http://mu.net.dr.dk/admin/programcard/get/?id=urn:dr:mu:programcard:532799546187a21a38d5903b",Sanne Nyland Christensen,Indland,2012-03-26T04:12:00+00:00,https://www.dr.dk/nyheder/indland/sygeplejersker-paa-detektivarbejde-efter-hiv,DR
